Freq.	V(ampli:n003)	V(ampli:n010)
3.03700049997619e+008	(-3.50998570611273e+001dB,8.81555453817334e+001°)	(-2.97986747420894e+001dB,9.83974099612106e+001°)
3.14410009131408e+008	(-3.41969049086327e+001dB,9.22746234879643e+001°)	(-2.92187608822365e+001dB,9.83770456446061e+001°)
3.25497654158394e+008	(-3.33002225631140e+001dB,9.51375748325829e+001°)	(-2.86561205361316e+001dB,9.81369996707844e+001°)
3.36976304142837e+008	(-3.24369905846943e+001dB,9.70100560362620e+001°)	(-2.81112303613439e+001dB,9.77065217574905e+001°)
3.48859747844783e+008	(-3.16191852704939e+001dB,9.81138153287561e+001°)	(-2.75842029894715e+001dB,9.71108452280832e+001°)
3.61162260283851e+008	(-3.08504774336422e+001dB,9.86222045852002e+001°)	(-2.70749100284073e+001dB,9.63717381580769e+001°)
3.73898619887141e+008	(-3.01303267702302e+001dB,9.86673638600091e+001°)	(-2.65830675718562e+001dB,9.55080136435553e+001°)
3.87084126241857e+008	(-2.94562355463641e+001dB,9.83494231504278e+001°)	(-2.61082950046702e+001dB,9.45359809470513e+001°)
4.00734618473982e+008	(-2.88249365573819e+001dB,9.77445447044946e+001°)	(-2.56501549873147e+001dB,9.34698336975394e+001°)
4.14866494275071e+008	(-2.82329966572889e+001dB,9.69111669713050e+001°)	(-2.52081802804645e+001dB,9.23219784465613e+001°)
4.29496729600021e+008	(-2.76771081298090e+001dB,9.58946299619581e+001°)	(-2.47818914266778e+001dB,9.11033099381342e+001°)
4.44642899059486e+008	(-2.71542161360611e+001dB,9.47305406155457e+001°)	(-2.43708081185423e+001dB,8.98234403364809e+001°)
4.60323197031428e+008	(-2.66615616921489e+001dB,9.34472112674608e+001°)	(-2.39744562429428e+001dB,8.84908894779069e+001°)
4.76556459517161e+008	(-2.61966824663727e+001dB,9.20674316443532e+001°)	(-2.35923719875651e+001dB,8.71132425249383e+001°)
4.93362186768150e+008	(-2.57573937896221e+001dB,9.06097650571927e+001°)	(-2.32241039836363e+001dB,8.56972805790273e+001°)
5.10760566710744e+008	(-2.53417616172715e+001dB,8.90895045916984e+001°)	(-2.28692141580475e+001dB,8.42490889482283e+001°)
5.28772499196978e+008	(-2.49480734757688e+001dB,8.75193850542555e+001°)	(-2.25272777661789e+001dB,8.27741470057670e+001°)
5.47419621110574e+008	(-2.45748103693508e+001dB,8.59101181282349e+001°)	(-2.21978829286687e+001dB,8.12774028899162e+001°)
5.66724332358314e+008	(-2.42206209953154e+001dB,8.42707984523068e+001°)	(-2.18806298979448e+001dB,7.97633357337695e+001°)
5.86709822777986e+008	(-2.38842987552350e+001dB,8.26092145673585e+001°)	(-2.15751302049404e+001dB,7.82360076239777e+001°)
6.07400099995239e+008	(-2.35647616163347e+001dB,8.09320891176819e+001°)	(-2.12810057911836e+001dB,7.66991071110921e+001°)
6.28820018262817e+008	(-2.32610346613726e+001dB,7.92452659484865e+001°)	(-2.09978881931886e+001dB,7.51559857630943e+001°)
6.50995308316789e+008	(-2.29722350778106e+001dB,7.75538570087207e+001°)	(-2.07254178233704e+001dB,7.36096890009204e+001°)
6.73952608285674e+008	(-2.26975593095084e+001dB,7.58623585827498e+001°)	(-2.04632433742501e+001dB,7.20629822467267e+001°)
6.97719495689566e+008	(-2.24362720987917e+001dB,7.41747439437909e+001°)	(-2.02110213589607e+001dB,7.05183732398176e+001°)
7.22324520567703e+008	(-2.21876971688134e+001dB,7.24945377736235e+001°)	(-1.99684157939305e+001dB,6.89781312440163e+001°)
7.47797239774283e+008	(-2.19512093199015e+001dB,7.08248763947592e+001°)	(-1.97350980216436e+001dB,6.74443037543123e+001°)
7.74168252483715e+008	(-2.17262277407444e+001dB,6.91685569181650e+001°)	(-1.95107466663643e+001dB,6.59187312167765e+001°)
8.01469236947966e+008	(-2.15122103607061e+001dB,6.75280777007978e+001°)	(-1.92950477127406e+001dB,6.44030601999599e+001°)
8.29732988550143e+008	(-2.13086490907421e+001dB,6.59056719719489e+001°)	(-1.90876946922098e+001dB,6.28987553846189e+001°)
8.58993459200042e+008	(-2.11150658213260e+001dB,6.43033360844377e+001°)	(-1.88883889622023e+001dB,6.14071106890097e+001°)
8.89285798118973e+008	(-2.09310090605344e+001dB,6.27228535254749e+001°)	(-1.86968400573489e+001dB,5.99292597783346e+001°)
9.20646394062858e+008	(-2.07560511130239e+001dB,6.11658155917089e+001°)	(-1.85127660952769e+001dB,5.84661861827116e+001°)
9.53112919034323e+008	(-2.05897857099895e+001dB,5.96336394294243e+001°)	(-1.83358942136393e+001dB,5.70187331816531e+001°)
9.86724373536302e+008	(-2.04318260131052e+001dB,5.81275839890119e+001°)	(-1.81659610176811e+001dB,5.55876135848534e+001°)
1.00000000000000e+009	(-2.03730537530235e+001dB,5.75540401474439e+001°)	(-1.81022311092023e+001dB,5.50402398638200e+001°)
